university_id,university_name,university_country
unvst-019b0caa-676f-726f-843b-4b1a478be79e,Kaduna State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b1b7eba4fae,Kogi State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b1c23ba8484,Kebbi State University of Science and Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b1d09fed95a,Katsina University,Nigeria
unvst-019b0caa-676f-726f-843b-4b1e0aa154a6,Kano State University of Technology Wudil,Nigeria
unvst-019b0caa-676f-726f-843b-4b1f374ebd01,Kwara State Polytecnic,Nigeria
unvst-019b0caa-676f-726f-843b-4b2068a55589,Kwararafa University,Nigeria
unvst-019b0caa-676f-726f-843b-4b219b5a228b,Kwara State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b2225a3340b,Lagos State Polytechnic,Nigeria
unvst-019b0caa-676f-726f-843b-4b236dce3508,Lagos State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b24e386cc99,Ladoke Akintola University of Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b25eabcc4a0,Lead City University of Ibadan,Nigeria
unvst-019b0caa-676f-726f-843b-4b266e0f3c52,Landmark University,Nigeria
unvst-019b0caa-676f-726f-843b-4b270ec69329,Madonna University,Nigeria
unvst-019b0caa-676f-726f-843b-4b28814fbf02,Michael Okpara University of Agriculture,Nigeria
unvst-019b0caa-676f-726f-843b-4b29edbc902c,Lagos City Polytechnic,Nigeria
unvst-019b0caa-676f-726f-843b-4b2adee88845,Nigerian Defence Academy,Nigeria
unvst-019b0caa-676f-726f-843b-4b2b4a12c0d1,Niger Delta University,Nigeria
unvst-019b0caa-676f-726f-843b-4b2cda9b8171,National Open University of Nigeria,Nigeria
unvst-019b0caa-676f-726f-843b-4b2db36e0338,Novena University,Nigeria
unvst-019b0caa-676f-726f-843b-4b2e26a68017,Nasarawa State University Keffi,Nigeria
unvst-019b0caa-676f-726f-843b-4b2fbde0521c,Nigerian Turkish Nile University,Nigeria
unvst-019b0caa-676f-726f-843b-4b30a1202374,Obafemi Awolowo University Ile-Ife,Nigeria
unvst-019b0caa-676f-726f-843b-4b318da8852a,Obong University,Nigeria
unvst-019b0caa-676f-726f-843b-4b324d14bdc5,Oduduwa University,Nigeria
unvst-019b0caa-676f-726f-843b-4b33c8e8427b,Olabisi Onabanjo University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3492a191be,Ondo State University of Science and Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b356e5a995d,Pan-African University,Nigeria
unvst-019b0caa-676f-726f-843b-4b362094ff80,Paul University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3740acc2bb,Polytechnic Ibadan,Nigeria
unvst-019b0caa-676f-726f-843b-4b381dbe3bbf,"Akanu Ibiam Federal Polytechnic, Unwana",Nigeria
unvst-019b0caa-676f-726f-843b-4b39adff0432,Renaissance University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3a917571e0,Redeemers University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3bed1d0d7c,Salem University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3c21a6908c,Sokoto State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3d2123b922,Tansian University,Nigeria
unvst-019b0caa-676f-726f-843b-4b3efb7fae7c,Tai Solarin University of Education,Nigeria
unvst-019b0caa-676f-726f-843b-4b3fa7da32fb,Taraba State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b403d4cbca1,University of Agriculture Makurdi,Nigeria
unvst-019b0caa-676f-726f-843b-4b414b04e9e3,Usmanu Danfodiyo University Sokoto,Nigeria
unvst-019b0caa-676f-726f-843b-4b422a75d097,University of Ibadan,Nigeria
unvst-019b0caa-676f-726f-843b-4b436aad391e,Umaru Musa Yar'Adua University,Nigeria
unvst-019b0caa-676f-726f-843b-4b44529554bb,University of Agriculture Abeokuta,Nigeria
unvst-019b0caa-676f-726f-843b-4b4532e356bc,University of Benin,Nigeria
unvst-019b0caa-676f-726f-843b-4b465929b249,University of Abuja,Nigeria
unvst-019b0caa-676f-726f-843b-4b47e6f3e9c7,University of Calabar,Nigeria
unvst-019b0caa-676f-726f-843b-4b48058f380e,University of Jos,Nigeria
unvst-019b0caa-676f-726f-843b-4b491aed5018,University of Lagos,Nigeria
unvst-019b0caa-676f-726f-843b-4b4aa00a4abb,University of Ilorin,Nigeria
unvst-019b0caa-676f-726f-843b-4b4b6d07da52,University of Maiduguri,Nigeria
unvst-019b0caa-676f-726f-843b-4b4c25f82a2a,University of Mkar,Nigeria
unvst-019b0caa-676f-726f-843b-4b4dbc0193e1,Osun State University,Nigeria
unvst-019b0caa-676f-726f-843b-4b4e7b11ec1d,University of Portharcourt,Nigeria
unvst-019b0caa-676f-726f-843b-4b4fde321e35,University of Uyo,Nigeria
unvst-019b0caa-676f-726f-843b-4b50a89152fc,Nnamdi Azikiwe University,Nigeria
unvst-019b0caa-676f-726f-843b-4b51d78a43d6,University of Nigeria,Nigeria
unvst-019b0caa-676f-726f-843b-4b528cb2a1f3,Rivers State University of Science and Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b53d3cb2c26,Veritas University,Nigeria
unvst-019b0caa-676f-726f-843b-4b54a6115229,Western Delta University,Nigeria
unvst-019b0caa-676f-726f-843b-4b5518b83393,Wellspring University,Nigeria
unvst-019b0caa-676f-726f-843b-4b56d9f5ef5d,Wesley University of Science and Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b5777e810f8,Yaba College of Technology,Nigeria
unvst-019b0caa-676f-726f-843b-4b5869420df0,St Clements University - Higher Education School,Niue
unvst-019b0caa-676f-726f-843b-4b599be3a2c1,Oslo School of Architecture,Norway
unvst-019b0caa-676f-726f-843b-4b5a339824fb,Norwegian School of Management BI,Norway
unvst-019b0caa-676f-726f-843b-4b5bc36deeb1,Agder University College,Norway
unvst-019b0caa-676f-726f-843b-4b5c70e34c9d,Bergen University College,Norway
unvst-019b0caa-676f-726f-843b-4b5df1a8dd87,Bodo Regional University,Norway
unvst-019b0caa-676f-726f-843b-4b5ec075bf53,Finnmark University College,Norway
unvst-019b0caa-676f-726f-843b-4b5f8317a5ef,Lillehammer University College,Norway
unvst-019b0caa-676f-726f-843b-4b609ce3f4d2,Molde University College,Norway
unvst-019b0caa-676f-726f-843b-4b617efc39cd,National College of Art and Design,Norway
unvst-019b0caa-676f-726f-843b-4b62cacda35d,Norwegian School of Economics and Business Administration,Norway
unvst-019b0caa-676f-726f-843b-4b63c1595052,Norwegian University of Sport and Physical Education,Norway
unvst-019b0caa-676f-726f-843b-4b642f1520e6,Norway's Information Technology University College,Norway
unvst-019b0caa-676f-726f-843b-4b65b58139fb,Norwegian Teacher Academy for Studies in Religion and Education,Norway
unvst-019b0caa-676f-726f-843b-4b6624d909ec,Agricultural University of Norway,Norway
unvst-019b0caa-676f-726f-843b-4b675dc61168,Norwegian State Academy of Music,Norway
unvst-019b0caa-676f-726f-843b-4b68cb3ee584,Norwegian University of Science and Technology,Norway
unvst-019b0caa-676f-726f-843b-4b690f363bc5,National Academy of Fine Arts,Norway
unvst-019b0caa-676f-726f-843b-4b6a40d6c16a,University of Bergen,Norway
unvst-019b0caa-676f-726f-843b-4b6b2fe6ef1a,University of Oslo,Norway
unvst-019b0caa-676f-726f-843b-4b6c7f79f377,University of Stavanger,Norway
unvst-019b0caa-676f-726f-843b-4b6d3b2501c5,University of Tromsø,Norway
unvst-019b0caa-676f-726f-843b-4b6ee7ccb499,Norwegian University of Life Sciences,Norway
unvst-019b0caa-676f-726f-843b-4b6fc5acd861,Norwegian College of Veterinary Medicine,Norway
unvst-019b0caa-676f-726f-843b-4b70b661161b,Arab Open University,Oman
unvst-019b0caa-676f-726f-843b-4b717a1fe2d8,Al-Buraimi University College,Oman
unvst-019b0caa-676f-726f-843b-4b7252adaec6,Dhofar University,Oman
unvst-019b0caa-676f-726f-843b-4b736b9b8cf1,Ibra College of Technology,Oman
unvst-019b0caa-676f-726f-843b-4b7482d285de,Majan University College,Oman
unvst-019b0caa-676f-726f-843b-4b755476bc60,Muscat College,Oman
unvst-019b0caa-676f-726f-843b-4b761488a027,Oman College Of Management & Technology,Oman
unvst-019b0caa-676f-726f-843b-4b77d2e0405f,Sohar University,Oman
unvst-019b0caa-676f-726f-843b-4b787340a0c4,Sultan Qaboos University,Oman
unvst-019b0caa-676f-726f-843b-4b797958333a,Sur University College,Oman
unvst-019b0caa-676f-726f-843b-4b7a3be4078b,University of Nizwa,Oman
unvst-019b0caa-676f-726f-843b-4b7b80823e22,Abasyn University Peshawar,Pakistan
unvst-019b0caa-676f-726f-843b-4b7cbc1fbd0b,Allama Iqbal Open University,Pakistan
unvst-019b0caa-676f-726f-843b-4b7d9302fcbf,Azad Jammu and Kashmir University,Pakistan
unvst-019b0caa-676f-726f-843b-4b7eaae11bbd,Aga Khan University,Pakistan
unvst-019b0caa-676f-726f-843b-4b7fa26fcae3,Jamia Al Dirasat Ul Islami Karachi,Pakistan
unvst-019b0caa-676f-726f-843b-4b8020e3460d,Al-Khair University,Pakistan
unvst-019b0caa-676f-726f-843b-4b81f3de0775,Ahmed Medical Institute,Pakistan
unvst-019b0caa-676f-726f-843b-4b821a85e052,Air University,Pakistan
unvst-019b0caa-676f-726f-843b-4b83a32082af,"The University of Agriculture, Peshawar",Pakistan
unvst-019b0caa-676f-726f-843b-4b84db8447d4,Bahria University,Pakistan
unvst-019b0caa-676f-726f-843b-4b852d0b600f,Barani Institute of Information Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b868130e317,Barani Institute of Management Sciences,Pakistan
unvst-019b0caa-676f-726f-843b-4b8751c8ecff,Baqai Medical University,Pakistan
unvst-019b0caa-676f-726f-843b-4b88c6d771a1,Balochistan University of Engineering and Technology Khuzdar,Pakistan
unvst-019b0caa-676f-726f-843b-4b89f78eddef,Balochistan University of Information Technology & Management Sciences,Pakistan
unvst-019b0caa-676f-726f-843b-4b8abd35c458,"Bahauddin Zakariya University, Multan",Pakistan
unvst-019b0caa-676f-726f-843b-4b8b572cfc81,Capital University of Science & Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b8c1d25d434,College of Business Management (CBM),Pakistan
unvst-019b0caa-676f-726f-843b-4b8dd0d8a293,Cecos Univeristy of Information Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b8e804c0737,"COMSATS Institute of Information Technology, Abbottabad",Pakistan
unvst-019b0caa-676f-726f-843b-4b8f0afadd42,"COMSATS Institute of Information Technology, Attock",Pakistan
unvst-019b0caa-676f-726f-843b-4b902ef37f0d,COMSATS Institute of Information Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b918c22c220,"COMSATS Institute of Information Technology, Lahore",Pakistan
unvst-019b0caa-676f-726f-843b-4b9200c099b8,"COMSATS Institute of Information Technology, Wah",Pakistan
unvst-019b0caa-676f-726f-843b-4b93481dfb37,COSMIQ Institute of Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b94dbba643e,Dadabhoy Institute of Higher Education,Pakistan
unvst-019b0caa-676f-726f-843b-4b95213c18dd,Dawood College of Engineering and Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4b962baffcf1,Dow University of Health Sciences,Pakistan
unvst-019b0caa-676f-726f-843b-4b97c287aeeb,Faisalabad Institute of Textile and Fashion Design,Pakistan
unvst-019b0caa-676f-726f-843b-4b98f4db322c,"Federal Urdu University of Arts,Science and Technology",Pakistan
unvst-019b0caa-676f-726f-843b-4b9995086662,Shaheed Benazir Bhutto Women University,Pakistan
unvst-019b0caa-676f-726f-843b-4b9a8a769b0e,Gandhara Institute of Medical Sciences,Pakistan
unvst-019b0caa-676f-726f-843b-4b9bfa392e50,Government College University Lahore,Pakistan
unvst-019b0caa-676f-726f-843b-4b9c8cbdc7d0,Government College University Faisalabad,Pakistan
unvst-019b0caa-676f-726f-843b-4b9dfdc2ed8e,University of Balochistan,Pakistan
unvst-019b0caa-676f-726f-843b-4b9ed5942548,Zia-ud-Din University,Pakistan
unvst-019b0caa-676f-726f-843b-4b9fd020aad3,Gift University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba0a0299e9b,Ghulam Ishaq Khan Institute of Science & Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4ba15bbe0680,Gangdara Institute Of Science & Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4ba2d215d5b9,The Global College Lahore,Pakistan
unvst-019b0caa-676f-726f-843b-4ba3cc6d1def,Gomal University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba4715692cf,Greenwich University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba57304e678,Hajvery University Lahore for Women,Pakistan
unvst-019b0caa-676f-726f-843b-4ba664d07304,Hamdard University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba749be9813,Hitec University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba87a835538,Hazara University,Pakistan
unvst-019b0caa-676f-726f-843b-4ba9825ef304,Institute of Business Administration (IBA),Pakistan
unvst-019b0caa-676f-726f-843b-4baa76f0f338,Institute of Business Administration Sukkur,Pakistan
unvst-019b0caa-676f-726f-843b-4babc72e5cd8,Institute of Industrial Electronics Engineering,Pakistan
unvst-019b0caa-676f-726f-843b-4bac71e27e82,International Islamic University,Pakistan
unvst-019b0caa-676f-726f-843b-4badd901ae2a,"Institute of Management Sciences, Peshawar",Pakistan
unvst-019b0caa-676f-726f-843b-4bae4531ad7f,Iqra University,Pakistan
unvst-019b0caa-676f-726f-843b-4baf2a42b739,Isra University,Pakistan
unvst-019b0caa-676f-726f-843b-4bb0d7490f7c,Institute of Space Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4bb11e536578,Islamia University of Bahawalpur,Pakistan
unvst-019b0caa-676f-726f-843b-4bb2d55db6ac,"Mohammad Ali Jinnah University, Karachi",Pakistan
unvst-019b0caa-676f-726f-843b-4bb3cf87b712,Mohammad Ali Jinnah University,Pakistan
unvst-019b0caa-676f-726f-843b-4bb42ef84971,Jinnah University for Women,Pakistan
unvst-019b0caa-676f-726f-843b-4bb58a1c17e0,KASB Institute of Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4bb6390ba6f1,Karachi Institute of Information Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4bb739df5a50,Karakoram International University,Pakistan
unvst-019b0caa-676f-726f-843b-4bb8cc3e5d49,Karachi Medical and Dental College,Pakistan
unvst-019b0caa-676f-726f-843b-4bb9e72fff4c,Karachi School of Art,Pakistan
unvst-019b0caa-676f-726f-843b-4bbaeccb03eb,Kohat University of Science and Technology (KUST),Pakistan
unvst-019b0caa-676f-726f-843b-4bbb11e4c510,Lahore College for Women University,Pakistan
unvst-019b0caa-676f-726f-843b-4bbcd723a28f,Liaquat University of Medical & Health Sciences Jamshoro,Pakistan
unvst-019b0caa-676f-726f-843b-4bbd55931d11,Lahore University of Management Sciences,Pakistan
unvst-019b0caa-676f-726f-843b-4bbed51253be,Mohi-ud-Din Islamic University,Pakistan
unvst-019b0caa-676f-726f-843b-4bbf1df15c98,Mooreland University,Pakistan
unvst-019b0caa-676f-726f-843b-4bc0856902a4,Mehran University of Engineering & Technology,Pakistan
unvst-019b0caa-676f-726f-843b-4bc1133df7e6,Minhaj University Lahore,Pakistan
unvst-019b0caa-676f-726f-843b-4bc22b53cb5b,National College of Arts,Pakistan
unvst-019b0caa-676f-726f-843b-4bc3809b4a02,NED University of Engineering and Technology Karachi,Pakistan
unvst-019b0caa-676f-726f-843b-4bc4224359e8,DHA Suffa Uinversity,Pakistan
unvst-019b0caa-676f-726f-843b-4bc56c6f91c9,Sindh Madressatul Islam University,Pakistan
unvst-019b0caa-676f-726f-843b-4bc6592a3393,Indus University,Pakistan
unvst-019b0caa-676f-726f-843b-4bc7e43bca41,Newports Institute of Communication & Economics,Pakistan
unvst-019b0caa-676f-726f-843b-4bc88ce645df,Nuclear Institute for Agriculture and Biology (NIAB),Pakistan
unvst-019b0caa-676f-726f-843b-4bc9801c2e82,FAST - National University of Computer and Emerging Sciences (NUCES),Pakistan
unvst-019b0caa-6770-7190-a5d8-e033aad54460,National University of Modern Languages,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0349ccd4008,National University of Science and Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e035dc4a2941,University of Engineering and Technology Peshawar,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0367ca8a085,Karachi Institute Of Economics And Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e03701aa1064,Pak-AIMS (American Institute of Management Sciences),Pakistan
unvst-019b0caa-6770-7190-a5d8-e03855dabb14,"Institute of Management Sciences, Lahore (IMS)",Pakistan
unvst-019b0caa-6770-7190-a5d8-e0392675d46c,Hahnamann Honoeopathic Medical College,Pakistan
unvst-019b0caa-6770-7190-a5d8-e03ac31dc489,Qauid-e-Awam University of Engineering Sciences & Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e03bb398a591,Pyramid Education Center,Pakistan
unvst-019b0caa-6770-7190-a5d8-e03c8869882d,Punjab Institute of Computer science,Pakistan
unvst-019b0caa-6770-7190-a5d8-e03d96e6c8da,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan
unvst-019b0caa-6770-7190-a5d8-e03e9321f9f2,Preston Institute of Management Sciences and Technology (PIMSAT),Pakistan
unvst-019b0caa-6770-7190-a5d8-e03f88677463,Planwel University,Pakistan
unvst-019b0caa-6770-7190-a5d8-e040acd3d818,"Preston University, Pakistan Campus",Pakistan
unvst-019b0caa-6770-7190-a5d8-e0418d6c52ca,Punjab University College of Information Tecnology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0427fe35155,University of the Punjab,Pakistan
unvst-019b0caa-6770-7190-a5d8-e043a9408730,"University of the Punjab, Gujranwala Campus",Pakistan
unvst-019b0caa-6770-7190-a5d8-e0447c521e5c,Quaid-i-Azam University,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0457d236634,Qurtuba University of Science and Infromation Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e046a1b1a654,Riphah International Univeristy,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04769d45eb8,Shah Abdul Latif University Khairpur,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04837382598,Sindh Agricultural University,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04960baa835,Sir Syed Institute Of Technology Islamabad,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04a583098f0,Sir Syed University of Engineering and Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04b82164566,"Sarhad University of Science & Information Technology, Peshawar",Pakistan
unvst-019b0caa-6770-7190-a5d8-e04c28cd78ec,The Superior College,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04d84d03d13,Shaheed Zulifkar Ali Bhutto Institute of Science and Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04eedb7aeb0,Textile Institute of Pakistan,Pakistan
unvst-019b0caa-6770-7190-a5d8-e04f4adab438,University of Faisalabad,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05086b0498d,Arid Agriculture University,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0516ad3210d,University of Agriculture Faisalabad,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05244ed0006,University of Central Punjab,Pakistan
unvst-019b0caa-6770-7190-a5d8-e053b0c1c602,University of Education,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0546e85618a,University of Engineering and Technology Lahore,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0554d933ecb,University of Engineering and Technology Taxila,Pakistan
unvst-019b0caa-6770-7190-a5d8-e056ef5eb513,University of Munawwar-ul-Islam,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0574d12f80a,University of Management and Technology,Pakistan
unvst-019b0caa-6770-7190-a5d8-e058ea77ea23,University of NorthWest,Pakistan
unvst-019b0caa-6770-7190-a5d8-e059468bf2b6,University of East,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05adba32a2e,University of Gujrat,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05b74326ed7,University of Karachi,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05c71d80a56,University of Lahore,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05d59386900,University of Malakand,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05ee07e2717,University of Sargodha,Pakistan
unvst-019b0caa-6770-7190-a5d8-e05f518cf40d,University of Peshawar,Pakistan
unvst-019b0caa-6770-7190-a5d8-e060a9b2026d,University of South Asia,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0616f9daa03,University of Sindh,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0620527b64e,University of Science & Technology Bannu,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0638d7e21b5,University of Veterinary & Animal Science,Pakistan
unvst-019b0caa-6770-7190-a5d8-e064cc0e024b,University of Wah,Pakistan
unvst-019b0caa-6770-7190-a5d8-e065d962190a,Virtual University of Pakistan,Pakistan
unvst-019b0caa-6770-7190-a5d8-e066111f9f03,Wah Medical College,Pakistan
unvst-019b0caa-6770-7190-a5d8-e067916d71e9,Zawiya Academy,Pakistan
unvst-019b0caa-6770-7190-a5d8-e0681d39e222,Arab American University - Jenin,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e0696c70f1b2,Al-Aqsa University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06a75360bc3,Al-Azhar University of Gaza,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06b87479228,Al-Quds University - The Arab University in Jerusalem,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06cc48a96a9,Bethlehem University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06d23c10386,Birzeit University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06e08d7730f,Hebron University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e06f0ac079e8,Islamic University of Gaza,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e07045a5a959,An-Najah National University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e0715e7dfef6,Palestine Polytechnic University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e07283bff841,Palestine Technical College-Dier Elbalah,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e07380c1292a,Palestine Technical University - Kadoorie,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e074d0aa911e,Al-Quds Open University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e075d579db19,University College of Applied Sciences,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e07680097e0b,Ummah University,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e0775d380da8,University of Palestine,"Palestine, State of"
unvst-019b0caa-6770-7190-a5d8-e07814c0dbd7,Columbus University,Panama
unvst-019b0caa-6770-7190-a5d8-e079e20a9b77,Floret Global University,Panama
unvst-019b0caa-6770-7190-a5d8-e07a27d94fe2,Instituto de Enseñanza Superior Oteima,Panama
unvst-019b0caa-6770-7190-a5d8-e07befc90da6,Universidad Tecnológica Oteima,Panama
unvst-019b0caa-6770-7190-a5d8-e07cdca02db3,Universidad de Cartago,Panama
unvst-019b0caa-6770-7190-a5d8-e07d15dd4ad9,Universidad Especializada de Las Americas,Panama
unvst-019b0caa-6770-7190-a5d8-e07e49e2a0be,Universidad del Istmo,Panama
unvst-019b0caa-6770-7190-a5d8-e07f80c3063d,"Universidad Latinoamericana de Ciencia y Tecnologia, Panamá",Panama
unvst-019b0caa-6770-7190-a5d8-e0803366f4b2,Universidad Latina de Panamá,Panama
unvst-019b0caa-6770-7190-a5d8-e0812f0711e2,Universidad Autonoma de Chiriqui,Panama
unvst-019b0caa-6770-7190-a5d8-e082c734b18c,Universidad Abierta y a Distancia de Panama,Panama
unvst-019b0caa-6770-7190-a5d8-e0833a493e80,Universidad Interamericana de Educacion a Distancia de Panama,Panama
unvst-019b0caa-6770-7190-a5d8-e08413e11bac,Universidad de Panamá,Panama
unvst-019b0caa-6770-7190-a5d8-e085c47722a7,Universidad Católica Santa María La Antigua,Panama
unvst-019b0caa-6770-7190-a5d8-e086f51df8c5,Universidad Tecnológica de Panamá,Panama
unvst-019b0caa-6770-7190-a5d8-e0870b2ebed0,Victoria International University,Panama
unvst-019b0caa-6770-7190-a5d8-e08858f2bdce,West Coast University (WCU),Panama
unvst-019b0caa-6770-7190-a5d8-e089053cf0b8,Divine Word University,Papua New Guinea
unvst-019b0caa-6770-7190-a5d8-e08a707730c1,Pacific Adventist University,Papua New Guinea
unvst-019b0caa-6770-7190-a5d8-e08b04ef217d,Papua New Guinea University of Technology,Papua New Guinea
unvst-019b0caa-6770-7190-a5d8-e08c389dd395,University of Goroka,Papua New Guinea
unvst-019b0caa-6770-7190-a5d8-e08d76da3fc8,University of Papua New Guinea,Papua New Guinea
unvst-019b0caa-6770-7190-a5d8-e08e2d1f4084,Universidad Columbia del Paraguay,Paraguay
unvst-019b0caa-6770-7190-a5d8-e08f6cc2f8e6,Universidad Autónoma de Asunción,Paraguay
unvst-019b0caa-6770-7190-a5d8-e0907e6ff0cb,Universidad Americana,Paraguay
unvst-019b0caa-6770-7190-a5d8-e0919710f87a,Universidad Autónoma del Paraguay,Paraguay
unvst-019b0caa-6770-7190-a5d8-e0921703de74,Universidad Católica Nuestra Senora de la Asunción,Paraguay
unvst-019b0caa-6770-7190-a5d8-e09326306123,Universidad Comunera,Paraguay
unvst-019b0caa-6770-7190-a5d8-e0942c8d335f,Universidad del Cono Sur de las Américas,Paraguay
unvst-019b0caa-6770-7190-a5d8-e095c06072be,Universidad Metropolitana de Asunción,Paraguay
unvst-019b0caa-6770-7190-a5d8-e096f23a9a0e,Universidad Nacional de Asunción,Paraguay
unvst-019b0caa-6770-7190-a5d8-e0975de8240d,Universidad Nacional del Este,Paraguay
unvst-019b0caa-6770-7190-a5d8-e098b43275f0,Universidad de la Integración de las Americas (UNIDAD),Paraguay
unvst-019b0caa-6770-7190-a5d8-e099886c60b3,Universidad del Norte,Paraguay
unvst-019b0caa-6770-7190-a5d8-e09ae41e2eb8,Universidad Privada del Este,Paraguay
unvst-019b0caa-6770-7190-a5d8-e09b4883879d,Universidad Marcelino Champagnat,Peru
unvst-019b0caa-6770-7190-a5d8-e09c6de0d688,Universidad Nacional Agraria La Molina,Peru
unvst-019b0caa-6770-7190-a5d8-e09d45ad2269,Pontificia Universidad Católica del Perú,Peru
unvst-019b0caa-6770-7190-a5d8-e09e775dd08e,Universidad San Ignacio de Loyola,Peru
unvst-019b0caa-6770-7190-a5d8-e09f3045e9e2,Universidad Andina Nestor Caceares Velasquez,Peru
unvst-019b0caa-6770-7190-a5d8-e0a0a280de9e,Universidad Andina del Cusco,Peru
unvst-019b0caa-6770-7190-a5d8-e0a1b23461c0,Universidad Alas Peruanas,Peru
unvst-019b0caa-6770-7190-a5d8-e0a2149f44df,Universidad de Ciencias y Humanidades,Peru
unvst-019b0caa-6770-7190-a5d8-e0a320dacb45,Universidad Católica de Santa María,Peru
unvst-019b0caa-6770-7190-a5d8-e0a4616ce3ae,Universidad Cientifica del Sur,Peru
unvst-019b0caa-6770-7190-a5d8-e0a568baa3c7,Universidad César Vallejo,Peru
unvst-019b0caa-6770-7190-a5d8-e0a67d44825a,Universidad Particular de Chiclayo,Peru
unvst-019b0caa-6770-7190-a5d8-e0a7239e645c,Universidad de Piura,Peru
unvst-019b0caa-6770-7190-a5d8-e0a856e7ade9,Universidad de Huánuco,Peru
unvst-019b0caa-6770-7190-a5d8-e0a96028f1a2,Universidad de Lambayeque,Peru
unvst-019b0caa-6770-7190-a5d8-e0aa19cdc988,Universidad Particular Inca Garcilaso de la Vega,Peru
